Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,6692650,6544074
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,4177442,3687264
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,4060908,5578551
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,2114557,2659397
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,534661,392686
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,500026,511347
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,392261,246891
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,365815,382875
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,156833,107076
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,153794,247936
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,147407,140863
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,145042,86167
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,108766,272458
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,69369,43465
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,46011,27473
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,45740,30688
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,20736,46916
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,12891,21134
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,12356,19891
US-Canada Border,03/01/2018 12:00:00 AM,Buses,4862,11390
US-Canada Border,03/01/2018 12:00:00 AM,Trains,1996,2610
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,916,789
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,823,1109
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,14158393
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,6546489
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,3687871
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,5588198
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,2663143
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,392313
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,511585
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,246495
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,383088
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,106964
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,140879
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,85995
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,248468
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,273164
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,43411
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,30646
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,27428
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,47044
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,19922
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,21181
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,11416
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,2613
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,788
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,1110
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,12138597,14166043
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6406861,6547017
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3731985,3687703
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,3129055,5597512
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,1749770,2666602
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,517144,391840
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,475119,511723
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,358320,246071
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,350657,383210
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,158723,248807
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,155604,140823
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,147156,106811
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,134554,85811
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,77412,273905
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,58613,43353
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,45826,30588
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,36140,27394
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,13411,19946
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,12571,47174
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,10821,21220
US-Canada Border,01/01/2018 12:00:00 AM,Buses,4256,11443
US-Canada Border,01/01/2018 12:00:00 AM,Trains,1890,2615
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,899,787
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,823,1111
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,12939220,14170707
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,6604570,6546798
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4084983,3686192
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,3918120,5603897
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2033658,2669008
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,465722,391559
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,415723,512088
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,320329,245788
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,303972,383511
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,153202,249170
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,144333,106668
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,142113,140818
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,119996,85681
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,101295,274561
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,58486,43295
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,43734,30538
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39599,27347
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,16585,47290
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,14483,19966
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,13308,21250
US-Canada Border,12/01/2017 12:00:00 AM,Buses,4199,11470
US-Canada Border,12/01/2017 12:00:00 AM,Trains,1778,2618
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,1011,1111
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,918,786
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,14179266
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,6547475
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3685579
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,5611429
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2671553
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,391094
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,512160
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,383572
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,245359
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,140779
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,106513
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,249595
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,85490
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,275202
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,43215
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,30466
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,27293
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,47393
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,19989
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,21278
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,11494
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,2620
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,785
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1112
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,12145354,14187058
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6567955,6547396
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,5617197
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3749935,3685332
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243138,2673194
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,536285,390537
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505480,512185
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384348,383569
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,372257,244872
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169178,275608
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,160771,140702
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,106334
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131890,85312
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,126181,250067
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,43119
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57404,47354
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49780,30391
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45513,27223
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16240,21297
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14484,20010
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,11512
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1934,2622
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,1027,784
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,999,1112
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11518284,14197322
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6233052,6548605
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,4569811,5621225
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3276482,3686904
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2425684,2674145
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,493093,390142
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,478231,512315
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,355731,383676
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,337455,244515
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,195397,275916
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,153489,140652
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,141462,106198
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,132864,85129
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,115717,250583
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,65431,43033
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,49540,47345
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,45642,30332
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,39622,27175
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,29330,21266
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,13285,20035
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8634,11523
US-Canada Border,09/01/2017 12:00:00 AM,Trains,1904,2624
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,912,783
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,885,1112
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,14204747
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,6548744
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,5618796
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3687681
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2673005
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,389626
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,512302
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,383695
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,244062
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,276046
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,250862
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,140576
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,84884
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,106051
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,47247
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,42940
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,21168
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,30283
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,27114
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,20056
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,11528
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2626
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,782
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1112
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,12868851,14209924
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,6537424,6548787
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,6174114,5616643
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,3501740,3688401
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2990171,2671775
US-Mexico Border,07/01/2017 12:00:00 AM,Trucks,481582,389269
US-Canada Border,07/01/2017 12:00:00 AM,Trucks,461295,512499
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,345253,383843
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,327647,243738
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,241711,276179
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,199915,251059
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,152954,140528
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,135594,105936
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,126212,84723
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,73810,47144
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,67724,42843
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,45844,30222
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,45282,21074
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,42492,27054
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,15376,20074
US-Canada Border,07/01/2017 12:00:00 AM,Buses,10274,11532
US-Canada Border,07/01/2017 12:00:00 AM,Trains,1859,2628
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,953,781
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,834,1113
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,11731813,14219566
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,6320366,6549675
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,4487700,5621035
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,3255587,3690085
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2472936,2672548
US-Mexico Border,06/01/2017 12:00:00 AM,Trucks,527022,388732
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,512687,512498
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,369940,243246
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369320,383899
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,211001,276432
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,156613,140465
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,154521,84451
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,137611,105812
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,132685,251519
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,65420,42755
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,51719,47126
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,46129,30160
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,45191,26983
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,40134,20999
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,14379,20096
US-Canada Border,06/01/2017 12:00:00 AM,Buses,10443,11536
US-Canada Border,06/01/2017 12:00:00 AM,Trains,1871,2630
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,975,780
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,909,1113
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,12088275,14227891
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6586937,6549529
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,5627729
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3542039,3690663
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,2674329
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527854,512438
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526011,388195
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497746,383454
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,475164,242340
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,206516,140206
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196574,84013
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,276750
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,145485,105657
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134569,251975
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,42652
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,47387,30092
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,44134,26916
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35628,47170
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28535,20969
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13577,20121
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9078,11545
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1947,2632
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,961,779
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,880,1113
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,14236097
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,6550353
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,5635300
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3581996,3691089
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,2676827
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,506676,241303
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492354,383026
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,483439,387821
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,477189,512576
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,221648,139886
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201179,83553
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,160410,252334
